hud_amp,tds,cons_tds,development_edp,operating_edp,hud,dev_name,program,method,type,section_8_transition_units,current_units,total_number_units,number_rental_rooms,avg._no._r/r_per_unit,population_-_section_8_transition,population_-_public_housing,total_population,families_on_fixed_income,%_families_on_fixed_income,residential_buildings,non-residential_buildings,stairhalls,stories,total_area_-_sq._ft.,acres,net_dev._area_-_sq._ft.,(excluding_park)_acres,bldg._coverage_-_sq._ft.,cubage_-_cu._ft.,bldg/land_coverage_-__%,density_(population/acre),development_cost,cost_per_rental_room_(as_built),avg._monthly_gross_rent,location,borough,community_district,us_congressional_district,new_york_state_senate_district,new_york_state_assembly_district,new_york_city_council_district,completion_date,federalized_development,senior_development,electricity_paid_by_residents,private_management
NY005013090,331,309,789,341,NY005229,WASHINGTON HEIGHTS REHAB PHASE IV (D),FEDERAL,CONVENTIONAL,REHAB,,32,32,132.0,4.13,0,60,60,15,48.4%,2,0,2,5,"8,743",0.2,"8,743",0,"6,127","329,815",70.08%,300,"$3,007,393","$22,783",$578,W 176TH ST AMSTERDAM AVE AUDUBON AVE,MANHATTAN,12,13,31,72,10,7/1/1990,,,YES,
NY005010090,124,112,572,539,NY005244E,WHITE,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,246,248,733.0,2.98,0,263,263,221,92.1%,1,0,1,20,"35,321",0.81,"35,321",1,"23,400","1,778,327",66.25%,325,"$4,305,000","$5,794",$305,E 104TH ST SECOND AVE,MANHATTAN,11,13,29,68,8,9/30/1964,1979/08/01-ATP 4,EXCLUSIVELY,,
NY005010090,112,112,539,539,NY005220J,WILSON,FEDERAL,CONVENTIONAL,NEW CONST,,389,398,"2,172.5",5.58,0,"1,209","1,209",115,29.7%,3,0,3,20,"133,188",3.06,"133,188",3,"22,499","3,961,200",16.89%,395,"$7,162,000","$3,219",$669,FDR DRIVE E 105TH ST FIRST AVE E 106TH ST,MANHATTAN,11,13,30,68,8,6/30/1961,1978/07/01-ATP 3,,,
NY005021270,127,127,445,445,NY005386,WISE TOWERS,MIXED FINANCE/LLC2,CONVENTIONAL,NEW CONST,115,389,399,"1,707.5",4.39,248,488,736,173,44.7%,2,1,4,19,"100,247",2.3,"100,247",2,"34,702","3,685,586",34.62%,320,"$7,774,000","$4,441",$591,W 90TH ST W 91ST ST COLUMBUS AVE AMSTERDAM AVE,MANHATTAN,7,10,30,69,6,1/31/1965,,,,
NY005011270,178,127,279,259,NY005052K,WSUR (BROWNSTONES),FEDERAL,CONVENTIONAL,REHAB,,236,236,784.0,3.32,0,337,337,99,42.5%,36,0,36,3-4-6,"67,637",1.55,"67,637",2,"41,422","2,308,080",61.24%,217,"$4,190,975","$4,936",$514,W 89TH & 90TH STS 91ST & 93RD STS COLUMBUS AVE CENTRAL PARK WEST,MANHATTAN,7,10,30,69,6,6/30/1968,,,,
NY005011270,151,127,259,259,NY005056,WSUR (SITE A) 120 WEST 94TH STREET,FEDERAL,CONVENTIONAL,NEW CONST,,69,70,300.5,4.36,0,145,145,19,27.5%,1,0,1,9,"22,763",0.52,"22,763",1,"6,811","613,400",29.92%,279,,,$700,120 W 94TH ST AMSTERDAM AVE,MANHATTAN,7,10,30,69,6,9/30/1965,,,,
NY005011270,173,127,259,259,NY005056,WSUR (SITE B) 74 WEST 92ND STREET,FEDERAL,CONVENTIONAL,NEW CONST,,168,168,735.0,4.38,0,328,328,76,45.8%,1,0,1,22,"25,176",0.58,"25,176",1,"13,176","1,575,535",52.34%,566,"$7,228,361","$4,167",$545,74 W 92ND ST COLUMBUS AVE,MANHATTAN,7,10,30,69,6,9/30/1965,,,,
NY005011270,174,127,259,259,NY005056,WSUR (SITE C) 589 AMSTERDAM AVENUE,FEDERAL,CONVENTIONAL,NEW CONST,,157,158,686.5,4.37,0,342,342,62,40.0%,1,0,1,18,"25,131",0.58,"25,131",1,"7,891","1,363,220",31.40%,590,,,$547,589 AMSTERDAM AVE W 88TH ST W 89TH ST,MANHATTAN,7,10,29,69,6,9/30/1965,,,,
NY005000260,026,026,517,517,NY005213I,ASTORIA,FEDERAL,CONVENTIONAL,NEW CONST,,"1,104","1,104","5,607.0",5.08,0,"2,938","2,938",369,33.7%,22,1,22,6-7,"1,406,832",32.3,"1,151,484",26,"173,434","10,826,559",12.33%,91,"$14,122,000","$2,519",$617,27TH AVE 8TH ST HALLET’S COVE EAST RIVER,QUEENS,1,12,12,37,22,11/9/1951,1977/07/01-ATP 1,,,
NY005010910,091,091,240,240,NY005038,BAISLEY PARK,FEDERAL,CONVENTIONAL,NEW CONST,,381,386,"1,779.5",4.67,0,927,927,147,38.9%,5,1,5,8,"325,713",7.48,"325,713",7,"54,504","3,529,560",16.73%,124,"$5,856,304","$3,246",$570,LIRR FOCH BLVD 116TH AVE GUY BREWER BLVD,QUEENS,12,5,"10, 14",32,28,4/30/1961,,,,
NY005001650,165,165,282,282,NY005086,BEACH 41ST STREET-BEACH CHANNEL DRIVE,FEDERAL,CONVENTIONAL,NEW CONST,,712,712,"3,106.0",4.36,0,"1,616","1,616",229,32.6%,4,1,6,13,"580,000",13.31,"580,000",13,"66,756","6,385,727",11.51%,121,"$24,811,000","$7,988",$523,B 38TH ST B 41ST ST NORTON AVE B CHANNEL DR,QUEENS,14,5,10,31,31,11/30/1973,,,,
NY005011860,054,186,519,519,NY005213K,BLAND,FEDERAL,CONVENTIONAL,NEW CONST,,399,400,"1,850.5",4.64,0,854,854,168,42.1%,5,0,5,10,"269,800",6.19,"245,785",6,"43,237","3,668,503",16.03%,138,"$5,925,000","$3,205",$604,ROOSEVELT AVE PRINCE ST COLLEGE POINT BLVD LIRR,QUEENS,7,6,11,40,20,5/8/1952,1977/07/01-ATP 1,,,
NY005010750,164,075,270,226,NY005073,CARLETON MANOR,FEDERAL,CONVENTIONAL,NEW CONST,,169,174,728.5,4.31,0,341,341,56,34.1%,1,0,1,11,"145,011",3.33,"145,011",3,"14,051","1,386,194",9.69%,102,"$3,373,126","$4,498",$538,ROCKAWAY FRWY BEACH CHANNEL DR,QUEENS,14,5,10,31,31,3/31/1967,,,,
NY005010910,232,091,347,240,NY005137,CONLON LIHFE TOWER,FEDERAL,TURNKEY,NEW CONST (ELD),,214,216,701.0,3.28,0,238,238,186,88.6%,1,0,1,13,"51,873",1.19,"51,873",1,"11,294","1,325,412",21.77%,200,"$5,835,896","$7,973",$364,170TH ST 172ND ST JAMAICA AVE 93RD AVE,QUEENS,12,5,14,29,27,3/31/1973,,EXCLUSIVELY,,
NY005010750,075,075,226,226,NY005027,HAMMEL,FEDERAL,CONVENTIONAL,NEW CONST,,708,712,"3,285.0",4.64,0,"1,732","1,732",216,31.2%,14,0,14,7,"616,678",14.16,"572,678",13,"107,706","5,991,153",17.47%,122,"$9,618,901","$2,909",$494,B 86TH ST HAMMELS BLVD B 81ST ST ROCKAWAY BCH BLVD,QUEENS,14,5,10,31,31,4/20/1955,,,,
NY005010910,316,091,296,296,NY005241,INTERNATIONAL TOWER,FEDERAL,TURNKEY,NEW CONST (ELD),,146,159,520.0,3.56,0,179,179,129,89.0%,1,0,1,10,"42,500",0.98,"42,500",1,"12,689","1,126,314",29.86%,183,"$10,992,764","$19,269",$382,170TH ST 90TH AVE 169TH ST JAMAICA AVE,QUEENS,12,5,14,29,27,5/31/1983,,EXCLUSIVELY,YES,
NY005011860,186,186,290,290,NY005093,LATIMER GARDENS,FEDERAL,CONVENTIONAL,NEW CONST,,423,423,"1,708.5",4.04,0,781,781,213,50.8%,4,0,4,10,"167,134",3.84,"167,134",4,"40,077","3,430,247",23.98%,203,"$9,310,959","$5,442",$546,"34TH, 35TH AVES LINDEN PL LEAVITT ST 137TH ST",QUEENS,7,6,11,40,20,9/30/1970,,,,
NY005011860,201,186,386,290,NY005191,LEAVITT STREET-34TH AVENUE,FEDERAL,TURNKEY,NEW CONST (ELD),,83,83,272.5,3.28,0,103,103,75,91.5%,1,0,1,6,"20,013",0.46,"20,013",0,"8,465","571,608",42.30%,224,"$2,606,744","$9,244",$306,LEAVITT ST UNION ST 34TH AVE 34TH RD,QUEENS,7,6,11,40,20,10/31/1974,,EXCLUSIVELY,,
NY005010980,051,165,573,571,NY005244F,OCEAN BAY APARTMENTS (OCEANSIDE),FEDERAL,CONVENTIONAL,NEW CONST,,417,418,"1,766.5",4.24,0,812,812,155,38.2%,7,0,14,6,"354,220",8.13,"310,500",7,"66,101","3,931,321",18.66%,100,"$5,137,275","$2,901",$607,ARVERNE BLVD B 56TH ST BEACH CHANNEL DR B 54TH ST,QUEENS,14,5,10,31,31,2/28/1951,1979/08/01-ATP 4,,,
NY005000530,053,053,588,588,NY005271C,POMONOK,FEDERAL,CONVENTIONAL,NEW CONST,,"2,069","2,071","8,839.5",4.27,0,"4,143","4,143",876,43.0%,35,0,121,3-7-8,"2,238,984",51.4,"2,083,475",48,"369,627","19,315,843",16.51%,81,"$21,645,342","$2,446",$564,71ST AVE PARSONS BLVD KISSENA BLVD 65TH AVE,QUEENS,8,6,16,27,24,6/30/1952,1980/10/01-ATP 7,,,
NY005005050,505,505,398,398,NY005002,QUEENSBRIDGE NORTH,FEDERAL,CONVENTIONAL,NEW CONST,,"1,539","1,543","6,325.5",4.11,0,"3,080","3,080",596,39.1%,13,1,47,6,"886,643",20.35,"689,843",16,"191,356","11,314,111",21.58%,151,"$6,466,805","$1,010",$547,41ST AVE VERNON BLVD 40TH AVE 21ST ST,QUEENS,1,12,12,37,26,3/15/1940,,,,
NY005000050,005,005,843,843,NY005002,QUEENSBRIDGE SOUTH,FEDERAL,CONVENTIONAL,NEW CONST,,"1,603","1,604","6,625.5",4.13,0,"3,208","3,208",617,39.5%,13,2,49,6,"1,268,298",29.12,"820,525",19,"198,609","11,742,973",15.66%,110,"$7,054,601","$1,057",$535,41ST AVE VERNON BLVD 41ST RD 21ST ST,QUEENS,1,12,12,37,26,3/15/1940,,,,
NY005000480,048,048,369,369,NY005184,RAVENSWOOD,FEDERAL,CONVENTIONAL,NEW CONST,,"2,163","2,166","9,128.5",4.22,0,"4,182","4,182",899,42.3%,31,0,45,6-7,"1,667,814",38.29,"1,537,135",35,"346,053","18,107,100",20.75%,109,"$21,403,996","$2,342",$595,12TH ST 34TH AVE 24TH ST 36TH AVE,QUEENS,1,12,12,37,26,7/19/1951,1971/06/29-FED TRAN,,,
NY005000550,055,055,525,525,NY005216D,REDFERN,FEDERAL,CONVENTIONAL,NEW CONST,,596,604,"2,895.0",4.86,0,"1,567","1,567",188,31.8%,9,0,16,6-7,"817,865",18.78,"726,038",17,"95,461","5,602,438",11.67%,83,"$9,334,000","$3,186",$517,REDFERN AVE HASSOCK ST BEACH CHANNEL DR B 12TH ST,QUEENS,14,5,10,31,31,8/28/1959,1978/02/01-ATP 2,,,
NY005011860,143,186,297,290,NY005076E,REHAB PROGRAM (COLLEGE POINT),FEDERAL,CONVENTIONAL,REHAB (ELD),,13,13,32.5,2.50,0,13,13,13,100.0%,1,0,1,1,"15,000",0.34,"15,000",0,"9,320","115,995",62.13%,38,"$5,909,934","$4,821",$245,125TH ST 22ND AVE 126TH ST,QUEENS,7,14,11,27,19,1/31/1964,,EXCLUSIVELY,,
NY005010910,279,091,505,240,NY005203,SHELTON HOUSE,FEDERAL,CONVENTIONAL,REHAB (ELD),,153,155,475.5,3.11,0,165,165,142,93.4%,1,0,1,12,"21,844",0.5,"21,844",1,"14,991","1,287,831",68.63%,330,"$3,615,000","$7,061",$334,162ND ST 89TH AVE 163RD ST JAMAICA AVE,QUEENS,12,5,14,32,24,10/31/1978,,EXCLUSIVELY,YES,
NY005010080,008,008,206,206,NY005004,SOUTH JAMAICA I,FEDERAL,CONVENTIONAL,NEW CONST,,447,448,"1,793.5",4.01,0,850,850,136,31.6%,11,1,33,3-4,"392,989",9.02,"392,989",9,"82,310","2,940,659",20.94%,94,"$2,117,392","$1,182",$519,158TH ST SOUTH RD 160TH ST 109TH AVE,QUEENS,12,5,"10, 14",32,28,8/1/1940,,,,
NY005010080,066,008,220,206,NY005018,SOUTH JAMAICA II,FEDERAL,CONVENTIONAL,NEW CONST,,598,600,"2,811.0",4.70,0,"1,409","1,409",186,31.6%,16,0,27,3-7,"579,217",13.3,"579,217",13,"116,506","5,268,542",20.11%,106,"$8,541,145","$3,030",$550,SOUTH RD 160TH ST BRINKERHOFF AVE 158TH ST,QUEENS,12,5,"10, 14",32,28,10/25/1954,,,,
NY005000330,033,033,316,316,NY005114D,WOODSIDE,FEDERAL,CONVENTIONAL,NEW CONST,,"1,356","1,357","6,326.0",4.67,0,"2,843","2,843",551,41.2%,20,0,55,6,"971,398",22.3,"971,398",22,"186,009","10,715,226",19.15%,127,"$13,777,000","$2,251",$625,49TH ST 51ST ST 31ST AVE NEWTOWN RD,QUEENS,1,14,13,30,26,12/30/1949,1968/08/29-FED TRAN,,,
NY005000520,052,052,587,587,NY005271B,BERRY,FEDERAL,CONVENTIONAL,NEW CONST,,506,506,"2,129.0",4.21,0,957,957,219,43.9%,8,1,16,6,"604,913",13.89,"511,178",12,"77,152","4,520,277",12.75%,69,"$5,929,376","$2,785",$531,RICHMOND RD DONGAN HILLS AVE SEAVER AVE JEFFERSON ST,STATEN ISLAND,2,11,24,63,50,10/27/1950,1980/10/01-ATP 7,,,
NY005011170,206,117,319,241,NY005122,CASSIDY-LAFAYETTE,FEDERAL,TURNKEY,NEW CONST (ELD),,378,380,"1,248.0",3.30,0,446,446,325,86.4%,4,1,4,6,"224,294",5.15,"224,294",5,"54,589","2,858,593",24.34%,87,"$6,866,904","$5,315",$316,CASSIDY PL FILLMORE ST LAFAYETTE AVE CLINTON AVE,STATEN ISLAND,1,11,23,61,49,9/30/1971,,EXCLUSIVELY,,
NY005000770,077,077,228,228,NY005020,MARINER’S HARBOR,FEDERAL,CONVENTIONAL,NEW CONST,,606,607,"2,853.0",4.71,0,"1,451","1,451",169,28.5%,22,0,32,3-6,"947,622",21.75,"816,256",19,"124,890","5,691,790",13.18%,67,"$8,072,855","$2,826",$507,GRAND VIEW AVE ROXBURY ST LOCKMAN AVE CONTINENTAL PL,STATEN ISLAND,1,11,23,63,49,9/3/1954,,,,
NY005010350,314,035,306,306,NY005242,NEW LANE AREA,FEDERAL,TURNKEY,NEW CONST (ELD),,276,277,996.0,3.61,0,349,349,254,92.4%,1,0,2,10,"120,879",2.78,"120,879",3,"29,107","2,204,124",24.08%,126,"$18,511,313","$18,493",$349,LINDEN PL NEW LANE WATER FRONT TRACT,STATEN ISLAND,1,11,23,64,49,7/12/1984,,EXCLUSIVELY,YES,
NY005011170,117,117,241,241,NY005039,RICHMOND TERRACE,FEDERAL,CONVENTIONAL,NEW CONST,,479,489,"2,269.5",4.74,0,"1,228","1,228",148,31.8%,6,1,6,8,"464,184",10.66,"440,715",10,"57,285","4,498,022",12.34%,115,"$9,551,430","$4,129",$541,JERSEY ST RICHMOND TERR CRESCENT AVE,STATEN ISLAND,1,11,23,61,49,4/30/1964,,,,
NY005010350,035,035,315,315,NY005114C,SOUTH BEACH,FEDERAL,CONVENTIONAL,NEW CONST,,421,422,"1,936.5",4.60,0,881,881,172,41.8%,8,0,15,6,"708,283",16.26,"638,737",15,"68,084","3,921,651",9.61%,54,"$5,377,000","$2,795",$508,KRAMER ST LAMPORT BLVD REID AVE PARKINSON AVE,STATEN ISLAND,2,11,23,64,50,3/20/1950,1968/08/29-FED TRAN,,,
NY005021140,114,114,436,436,NY005383,STAPLETON,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,130,692,693,"3,354.0",4.85,337,"1,637","1,974",191,29.9%,6,1,12,"1, 8","734,857",16.87,"611,147",14,"76,976","6,441,281",10.47%,117,"$12,271,000","$3,654",$551,BROAD & HILL STS TOMPKINS AVE WARREN ST GORDON ST,STATEN ISLAND,1,11,23,61,49,5/31/1962,,,,
NY005000520,042,042,583,583,NY005268A,TODT HILL,FEDERAL,CONVENTIONAL,NEW CONST,,502,502,"2,174.0",4.33,0,985,985,192,39.2%,7,0,14,6,"581,056",13.34,"532,084",12,"79,116","4,454,900",13.62%,74,"$6,509,155","$2,994",$577,MANOR RD SCHMIDTS LA LAGUARDIA AVE WESTWOOD AVE,STATEN ISLAND,2,11,24,63,49,6/1/1950,1980/07/01-ATP 6,,,
NY005010130,116,116,242,209,NY005040,WEST BRIGHTON I,FEDERAL,CONVENTIONAL,NEW CONST,,487,490,"2,338.5",4.80,0,"1,324","1,324",127,26.7%,8,1,8,8,"367,961",8.45,"367,961",8,"65,839","4,850,947",17.89%,157,"$9,893,117","$4,204",$553,CASTLETON AVE HENDERSON AVE ALASKA ST BROADWAY,STATEN ISLAND,1,11,23,61,49,12/31/1962,,,,
NY005010130,175,116,242,209,NY005040,WEST BRIGHTON II,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,120,144,382.0,3.18,0,97,97,75,90.4%,8,0,8,1,"181,770",4.17,"181,770",4,"67,228","758,927",36.99%,23,"$2,825,000","$6,036",$360,CASTLETON AVE ALASKA ST BROADWAY,STATEN ISLAND,1,11,23,61,49,12/31/1965,,EXCLUSIVELY,,
